policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL77686,500,829,100000,81,10,Rear-End,5,10608,No
POL58762,2000,1002,150000,62,7,Rollover,1,14526,Yes
POL31846,500,2053,150000,62,1,Rollover,2,7211,No
POL86111,1000,2231,50000,65,13,Rollover,1,1763,Yes
POL72318,500,618,100000,78,0,Rollover,3,13154,No
POL79441,500,2167,50000,48,11,Hit & Run,1,3292,No
POL89869,500,1554,100000,74,1,Side Impact,1,15241,No
POL23310,2000,2644,50000,54,15,Rear-End,3,5500,Yes
POL61274,500,2660,150000,29,23,Front Collision,4,8278,Yes
POL12950,2000,2426,150000,79,2,Front Collision,1,17197,No
POL83106,2000,1553,100000,28,13,Side Impact,2,14947,No
POL93254,1000,1138,100000,32,14,Hit & Run,5,16537,Yes
POL67607,500,2102,150000,24,12,Front Collision,2,2696,No
POL50490,2000,2937,150000,19,9,Rear-End,4,14286,Yes
POL58543,2000,2067,150000,47,10,Front Collision,2,19278,No
POL82115,500,1513,150000,72,13,Rear-End,3,1924,Yes
POL96641,2000,2536,50000,36,13,Rollover,5,5097,No
POL36650,500,2738,50000,44,2,Rollover,4,2791,Yes
POL79645,500,1518,100000,73,18,Hit & Run,4,11201,No
POL91811,500,1412,100000,43,9,Rollover,1,9873,No
POL71204,500,1468,150000,44,13,Hit & Run,5,8464,No
POL56422,1000,2399,100000,69,21,Front Collision,1,1537,Yes
POL40242,500,543,150000,76,16,Rollover,2,11135,Yes
POL25234,1000,1655,150000,33,19,Rear-End,3,12025,Yes
POL53789,1000,2052,150000,22,2,Front Collision,5,15562,No
POL70243,500,503,150000,61,4,Rear-End,1,6698,Yes
POL61348,2000,730,50000,63,10,Side Impact,3,10688,Yes
POL14907,1000,1065,150000,56,20,Front Collision,4,10519,Yes
POL95180,500,2986,150000,56,1,Rear-End,3,12571,No
POL35758,2000,884,100000,20,8,Hit & Run,3,17351,Yes
POL95062,1000,1686,50000,57,0,Front Collision,3,5383,No
POL36942,1000,1889,150000,43,7,Side Impact,2,8257,Yes
POL83270,500,1845,100000,19,6,Front Collision,3,5084,Yes
POL68864,2000,1150,150000,59,4,Hit & Run,5,12221,Yes
POL55246,500,728,150000,74,23,Front Collision,1,14142,Yes
POL54912,2000,842,50000,67,5,Side Impact,4,2660,Yes
POL60168,1000,1160,100000,31,13,Rollover,4,8763,Yes
POL81197,1000,940,150000,28,2,Side Impact,2,4499,Yes
POL56983,2000,1903,100000,81,11,Rollover,2,14134,No
POL59146,500,2699,50000,28,20,Front Collision,4,3303,Yes
POL97757,2000,791,100000,23,1,Rollover,2,1486,Yes
POL54947,2000,1900,50000,47,4,Front Collision,4,6904,Yes
POL48228,2000,521,100000,19,22,Side Impact,2,11618,No
POL50968,500,2433,150000,57,4,Hit & Run,3,16473,No
POL86673,1000,1772,100000,48,23,Front Collision,1,5779,Yes
POL19527,500,2301,50000,51,1,Rear-End,4,13614,Yes
POL63168,2000,1701,150000,38,4,Rear-End,4,6860,No
POL58010,1000,1359,50000,43,8,Front Collision,5,11643,Yes
POL31812,500,1399,50000,25,19,Rollover,3,15011,Yes
POL21466,2000,1111,50000,63,7,Front Collision,1,14854,Yes
POL98516,500,1352,150000,37,20,Rear-End,4,9198,Yes
POL87772,2000,1610,150000,63,2,Side Impact,4,12938,No
POL89171,500,2939,50000,37,9,Side Impact,1,2519,Yes
POL84099,500,1835,50000,77,12,Hit & Run,2,10232,No
POL22218,2000,2862,50000,35,7,Hit & Run,4,1717,Yes
POL29249,500,2750,150000,67,14,Rear-End,1,13327,Yes
POL52035,2000,1256,150000,53,16,Rollover,4,17191,Yes
POL63711,1000,1949,150000,81,22,Front Collision,3,15031,Yes
POL56993,1000,2506,50000,52,13,Rollover,5,16667,Yes
POL82176,1000,1324,150000,68,5,Front Collision,5,15524,Yes
POL66737,500,2241,100000,66,12,Front Collision,4,15938,Yes
POL54145,2000,2603,100000,68,2,Hit & Run,5,16678,Yes
POL42833,2000,2100,50000,63,23,Front Collision,5,17298,Yes
POL20070,2000,692,100000,25,7,Rollover,2,16187,Yes
POL16566,1000,2959,100000,24,5,Hit & Run,3,9659,No
POL39412,500,2520,150000,21,3,Rear-End,2,4353,Yes
POL11612,500,1035,50000,44,4,Front Collision,5,14141,No
POL48354,2000,1937,50000,73,10,Side Impact,5,14622,No
POL42312,1000,1948,50000,72,14,Front Collision,3,15226,No
POL68543,2000,2798,100000,44,5,Front Collision,2,2373,Yes
POL63594,500,1945,50000,82,18,Rear-End,1,18130,No
POL70102,1000,873,100000,21,12,Side Impact,2,11958,Yes
POL67330,2000,1298,150000,21,12,Front Collision,5,18017,Yes
POL85317,1000,1261,50000,66,20,Rear-End,4,4580,No
POL74928,500,941,100000,40,11,Side Impact,1,5931,Yes
POL33241,1000,1123,100000,37,5,Rear-End,3,3897,No
POL26858,2000,2191,150000,44,23,Front Collision,4,7077,Yes
POL43229,500,1988,50000,28,23,Hit & Run,3,3992,Yes
POL73672,500,2204,50000,21,12,Rollover,4,5420,No
POL15646,2000,1388,100000,46,17,Front Collision,2,17410,No
POL23234,1000,2825,100000,37,3,Hit & Run,5,8546,No
POL45033,2000,1259,150000,56,10,Front Collision,5,14095,No
POL70804,2000,1106,50000,79,14,Front Collision,3,4905,No
POL57951,500,2877,50000,45,23,Side Impact,3,9751,Yes
POL37229,1000,1216,100000,45,1,Rollover,2,11127,Yes
POL17231,1000,659,150000,38,1,Hit & Run,5,3625,No
POL84500,500,1684,100000,83,6,Hit & Run,2,16735,Yes
POL47388,2000,831,100000,73,2,Front Collision,4,6105,No
POL33746,500,1338,150000,76,3,Rear-End,5,15752,No
POL21430,500,2071,150000,26,2,Side Impact,2,10727,Yes
POL76529,2000,2399,150000,82,4,Rollover,1,9088,No
POL53781,1000,2007,100000,30,8,Hit & Run,2,4678,Yes
POL48011,2000,716,100000,73,2,Side Impact,3,8787,No
POL70934,500,2322,50000,21,13,Side Impact,4,5273,No
POL66744,500,2544,150000,25,22,Hit & Run,2,9052,No
POL89309,2000,886,100000,68,22,Side Impact,5,18216,Yes
POL82641,1000,665,150000,29,21,Hit & Run,3,18672,Yes
POL76237,1000,2335,150000,21,17,Hit & Run,1,6758,Yes
POL94026,1000,1849,100000,28,0,Rollover,1,1544,Yes
POL79167,2000,676,150000,35,3,Front Collision,4,3070,No
POL75116,1000,2871,100000,78,3,Side Impact,3,14579,No
POL15292,500,2222,100000,28,4,Front Collision,3,4463,Yes
POL72292,500,2470,150000,35,17,Hit & Run,4,16631,No
POL20719,2000,2400,100000,71,1,Rollover,5,14076,No
POL75791,2000,561,50000,28,3,Hit & Run,3,10213,No
POL70867,500,771,50000,58,8,Side Impact,4,2026,Yes
POL63294,2000,2044,150000,68,9,Front Collision,5,12264,No
POL70594,2000,2482,100000,81,2,Side Impact,3,12787,Yes
POL84278,500,1983,150000,42,14,Rear-End,4,3444,Yes
POL51150,2000,2071,100000,18,3,Hit & Run,3,9924,Yes
POL60978,1000,2717,50000,73,15,Hit & Run,4,19063,Yes
POL83417,500,995,100000,35,20,Rollover,3,14028,Yes
POL69462,2000,2805,150000,47,5,Rear-End,1,12386,Yes
POL13083,1000,1466,50000,58,20,Rear-End,5,8037,No
POL29497,500,1911,150000,59,0,Rollover,3,8367,No
POL91906,500,2897,50000,57,6,Rear-End,2,7401,No
POL16354,1000,1810,100000,59,22,Side Impact,1,8438,No
POL76436,1000,1451,100000,64,14,Rear-End,4,17955,Yes
POL47772,1000,1077,100000,52,7,Front Collision,5,14112,No
POL88896,500,890,50000,37,21,Rollover,4,3712,Yes
POL74786,2000,2197,50000,76,12,Rear-End,1,10081,No
POL67579,500,2257,50000,37,10,Rear-End,1,2813,No
POL64009,500,603,50000,60,15,Front Collision,3,18841,No
POL90086,500,1008,50000,61,7,Hit & Run,2,14023,Yes
POL68633,500,1582,150000,77,23,Front Collision,2,10259,No
POL25878,1000,1390,150000,55,7,Hit & Run,1,1679,Yes
POL92376,500,543,100000,57,13,Front Collision,3,14868,No
POL36564,1000,2485,50000,50,4,Rear-End,2,7294,Yes
POL39570,1000,2682,100000,43,3,Side Impact,1,6139,Yes
POL14516,1000,686,100000,55,21,Front Collision,5,19437,Yes
POL45183,500,1153,150000,44,16,Front Collision,2,18260,No
POL74263,2000,1227,150000,58,23,Front Collision,2,16164,No
POL10752,500,1172,50000,85,23,Side Impact,4,7970,Yes
POL59569,500,1502,100000,83,11,Front Collision,5,4678,Yes
POL69799,500,728,50000,63,20,Rollover,4,17599,Yes
POL27751,2000,2240,50000,37,3,Hit & Run,1,3892,Yes
POL39189,2000,2127,100000,45,17,Side Impact,4,16435,No
POL33842,500,1920,150000,67,0,Front Collision,2,15660,No
POL85947,1000,1414,150000,60,7,Side Impact,4,10234,Yes
POL68716,500,2274,100000,58,0,Side Impact,5,17029,Yes
POL20490,2000,1275,100000,57,5,Rollover,2,19353,Yes
POL48983,2000,1646,50000,55,1,Hit & Run,5,2475,Yes
POL31016,1000,2449,150000,56,18,Hit & Run,4,16282,No
POL59816,2000,591,100000,42,16,Front Collision,1,9549,No
POL68252,2000,1816,150000,63,6,Side Impact,3,1157,Yes
POL61685,500,1006,150000,56,7,Rollover,5,19884,No
POL23401,500,613,50000,70,4,Front Collision,5,5828,Yes
POL24996,500,1857,150000,66,1,Hit & Run,4,10223,No
POL72978,2000,1333,100000,44,3,Side Impact,3,10176,No
POL28432,500,2505,100000,49,20,Rear-End,2,14926,Yes
POL83048,2000,1367,50000,49,10,Hit & Run,4,14715,No
POL90720,1000,1574,50000,73,17,Hit & Run,3,1124,Yes
POL25863,2000,2639,150000,43,20,Side Impact,1,16490,Yes
POL66801,1000,2128,50000,62,2,Side Impact,3,14209,No
POL20600,1000,845,150000,74,1,Front Collision,1,6790,Yes
POL90885,2000,865,100000,19,12,Rollover,5,9793,Yes
POL92207,1000,1570,100000,25,23,Front Collision,5,2485,Yes
POL87777,500,2794,50000,36,4,Hit & Run,1,11403,No
POL95225,2000,2479,100000,21,1,Side Impact,5,2357,Yes
POL16915,2000,1827,100000,22,12,Rollover,1,5228,Yes
POL54645,500,2786,100000,66,22,Rollover,2,8615,No
POL11803,500,2968,150000,32,19,Rear-End,1,6448,Yes
POL11881,500,2311,150000,28,15,Front Collision,3,10886,No
POL41239,2000,2490,50000,60,22,Rollover,4,5229,Yes
POL29308,500,1969,100000,21,16,Rollover,4,14143,Yes
POL14681,500,938,150000,76,17,Rear-End,2,15053,No
POL38332,2000,852,100000,33,2,Side Impact,3,6593,No
POL50840,1000,2980,150000,73,2,Rear-End,1,16650,Yes
POL84033,500,2875,100000,48,5,Front Collision,4,10960,No
POL60606,500,1954,150000,27,5,Side Impact,2,12402,Yes
POL75690,500,1025,150000,23,7,Rollover,1,3734,No
POL18956,2000,2095,150000,65,23,Rear-End,2,6113,No
POL88847,2000,615,100000,47,7,Rear-End,1,16852,No
POL83881,2000,1503,100000,39,4,Hit & Run,1,17494,Yes
POL31686,500,2279,150000,20,1,Hit & Run,2,1703,No
POL46396,500,1867,150000,71,7,Hit & Run,4,2129,Yes
POL75463,2000,1531,150000,78,20,Hit & Run,5,19430,Yes
POL12368,2000,1609,100000,23,16,Rollover,4,12503,No
POL56584,1000,2126,100000,36,3,Front Collision,5,12075,Yes
POL35875,1000,2470,100000,71,7,Side Impact,1,10836,Yes
POL39036,1000,2402,150000,70,4,Side Impact,5,19598,Yes
POL24518,2000,1462,50000,46,12,Side Impact,1,15669,No
POL76982,1000,2586,100000,53,20,Rollover,2,11747,No
POL38228,2000,2524,50000,56,17,Front Collision,3,5263,No
POL99019,2000,2919,100000,19,16,Hit & Run,4,13007,Yes
POL65057,500,519,50000,72,12,Side Impact,4,17855,No
POL87901,2000,1232,100000,73,11,Rear-End,2,1867,Yes
POL71905,500,650,150000,65,0,Side Impact,4,8967,Yes
POL52028,1000,1050,100000,45,23,Side Impact,1,11142,No
POL13064,500,1580,150000,84,5,Rear-End,2,2461,Yes
POL48538,500,2980,50000,37,20,Hit & Run,3,18165,No
POL62771,2000,1640,100000,59,14,Hit & Run,1,17508,No
POL11471,1000,1940,50000,35,14,Front Collision,3,13878,Yes
POL80310,1000,847,50000,32,5,Front Collision,1,17211,Yes
POL20083,500,1634,150000,35,10,Rear-End,5,14354,No
POL38277,2000,2046,150000,54,20,Rear-End,4,13142,No
POL78115,500,2082,50000,21,14,Rollover,4,18644,Yes
POL16057,1000,2778,50000,52,15,Rollover,3,1973,No
POL19013,500,2302,150000,58,7,Side Impact,3,13039,Yes
POL87443,500,574,150000,64,10,Rear-End,4,19587,No
POL68798,1000,1764,100000,67,18,Side Impact,3,10020,No
POL57961,500,1068,100000,85,10,Rear-End,4,19791,No
POL59805,1000,2266,50000,20,14,Front Collision,2,9727,No
POL77726,1000,1488,50000,19,3,Hit & Run,1,13547,No
POL12069,500,1911,50000,65,9,Side Impact,4,3424,Yes
POL21389,500,1820,50000,80,3,Rollover,5,12806,Yes
POL52652,1000,1594,150000,41,10,Hit & Run,5,1813,Yes
POL12160,2000,1464,150000,71,7,Side Impact,2,1116,No
POL94247,500,1648,100000,84,20,Rear-End,1,18414,Yes
POL86189,1000,1576,150000,35,18,Side Impact,5,14234,No
POL97930,500,2785,150000,31,0,Hit & Run,5,15705,No
POL50729,1000,1091,150000,56,18,Hit & Run,3,9205,No
POL74104,500,1556,150000,39,15,Front Collision,3,10116,Yes
POL49941,2000,1612,150000,38,13,Hit & Run,2,13632,Yes
POL32807,2000,2158,150000,80,18,Front Collision,5,7079,Yes
POL25524,1000,1837,50000,29,11,Hit & Run,1,8246,No
POL42513,500,2713,100000,56,1,Rear-End,4,16505,No
POL53986,2000,2659,150000,57,1,Rollover,5,9599,No
POL25963,2000,2542,150000,24,11,Side Impact,2,12434,Yes
POL84103,500,1229,50000,65,15,Rollover,1,18035,No
POL24582,2000,2326,150000,51,12,Hit & Run,5,10324,Yes
POL39673,500,1551,50000,60,19,Front Collision,4,2710,Yes
POL11074,1000,2701,150000,52,15,Front Collision,3,14594,Yes
POL66590,500,2340,100000,47,14,Hit & Run,3,7411,No
POL82808,500,1093,50000,31,4,Rear-End,1,4442,No
POL79479,2000,626,100000,48,14,Side Impact,2,9317,No
POL36551,2000,2431,100000,52,9,Front Collision,4,19852,No
POL41046,500,1115,100000,65,0,Front Collision,5,19831,No
POL52965,2000,2893,100000,70,5,Side Impact,3,1061,Yes
POL33987,1000,1409,150000,81,18,Front Collision,3,9439,Yes
POL57789,1000,2768,100000,73,12,Hit & Run,5,3613,No
POL35985,1000,1436,50000,43,12,Rollover,2,17860,Yes
POL48191,1000,763,100000,74,0,Hit & Run,4,9072,No
POL44539,2000,545,50000,51,17,Rear-End,3,19498,No
POL48733,2000,2691,50000,71,4,Side Impact,4,3927,Yes
POL28387,1000,1146,100000,18,8,Side Impact,1,5537,No
POL26899,1000,773,50000,84,18,Hit & Run,4,14230,Yes
POL96518,2000,2637,50000,54,6,Rear-End,3,2424,No
POL39707,500,1269,100000,45,8,Side Impact,1,17593,No
POL69253,2000,2925,50000,57,5,Side Impact,2,5338,No
POL37661,1000,1023,50000,34,4,Side Impact,3,7893,Yes
POL85029,500,515,150000,27,11,Front Collision,2,5195,Yes
POL26073,1000,1214,150000,40,22,Rear-End,1,13943,No
POL12132,2000,801,50000,82,5,Side Impact,4,10775,Yes
POL32910,500,2197,50000,74,18,Rollover,1,16386,No
POL26286,2000,2368,100000,46,21,Rollover,1,3356,Yes
POL90299,2000,2589,50000,31,20,Rear-End,4,18158,No
POL44945,2000,500,150000,55,8,Rear-End,1,6888,Yes
POL94297,500,2859,50000,71,12,Side Impact,3,1998,No
POL61439,1000,2040,150000,44,13,Rollover,5,13348,No
POL62296,2000,849,100000,49,19,Rollover,4,16953,Yes
POL13511,2000,2803,100000,71,10,Side Impact,5,7470,No
POL13326,1000,1262,100000,64,0,Front Collision,5,1525,No
POL52173,2000,2690,100000,25,17,Hit & Run,5,7494,No
POL33409,1000,1641,100000,76,19,Front Collision,3,12183,No
POL64406,500,1554,50000,67,14,Rear-End,1,3707,Yes
POL49504,1000,2293,100000,55,20,Side Impact,2,19196,Yes
POL67239,2000,1619,100000,81,3,Rear-End,2,4351,No
POL84805,2000,841,100000,35,13,Side Impact,2,7970,No
POL10117,2000,2608,50000,57,15,Front Collision,3,11361,No
POL67901,500,2562,50000,59,15,Front Collision,1,11401,Yes
POL75984,500,1273,150000,18,12,Rollover,4,4794,Yes
POL81661,500,2278,50000,63,0,Side Impact,2,6302,Yes
POL68023,2000,2173,150000,35,19,Rear-End,5,15380,Yes
POL66799,2000,2083,50000,30,1,Front Collision,4,19880,No
POL12972,1000,2578,50000,64,9,Rollover,3,8524,Yes
POL38144,1000,2221,150000,48,18,Hit & Run,2,10220,Yes
POL41228,1000,1984,150000,84,23,Rollover,5,17664,Yes
POL87213,500,1299,100000,85,4,Side Impact,1,8591,Yes
POL83899,2000,1358,100000,61,15,Rollover,5,17807,No
POL22113,500,2109,150000,52,1,Rollover,2,19222,Yes
POL91701,500,1409,150000,43,13,Rear-End,4,3300,No
POL46717,1000,1374,50000,70,0,Hit & Run,3,5931,Yes
POL26692,1000,2566,100000,63,5,Rear-End,4,10934,Yes
POL73126,500,2949,150000,55,20,Front Collision,2,1798,No
POL51869,500,1632,150000,37,16,Hit & Run,2,16464,Yes
POL86769,500,963,50000,74,11,Side Impact,3,13883,Yes
POL64301,2000,2446,100000,23,17,Rollover,1,2438,No
POL50796,2000,1520,100000,72,5,Side Impact,1,2388,No
POL12563,2000,1773,100000,84,23,Rear-End,3,11818,No
POL34443,1000,1045,150000,25,21,Front Collision,4,5857,Yes
POL28833,1000,2683,100000,32,22,Side Impact,3,3384,No
POL90703,2000,2288,50000,23,11,Front Collision,5,13698,No
POL33117,2000,1828,150000,82,1,Front Collision,2,5168,No
POL27953,500,685,150000,64,5,Rollover,2,18226,No
POL87129,1000,1572,150000,78,14,Rear-End,5,5665,No
POL29312,1000,789,150000,44,11,Hit & Run,1,17108,No
POL52545,2000,2608,150000,19,6,Front Collision,4,16531,Yes
POL98722,500,2984,100000,21,17,Hit & Run,3,10019,No
POL66074,2000,2083,100000,47,19,Hit & Run,5,2225,No
POL21599,2000,2653,150000,23,16,Rollover,3,17186,Yes
POL72981,500,606,50000,47,6,Rear-End,1,17625,No
POL59447,1000,659,150000,21,16,Rear-End,5,11955,No
POL43488,500,1395,100000,53,14,Rollover,1,17258,No
POL68871,2000,1505,50000,65,20,Hit & Run,4,2639,Yes
POL58856,500,1123,50000,82,6,Rollover,1,14075,No
POL74742,2000,2438,150000,29,23,Hit & Run,4,11242,No
POL64356,1000,570,100000,85,11,Hit & Run,5,17679,No
POL21109,500,1314,100000,69,4,Hit & Run,2,2889,Yes
POL16640,500,1370,100000,75,17,Side Impact,1,16523,Yes
POL37378,500,2918,100000,44,23,Rear-End,1,18645,No
POL51265,500,1271,150000,75,14,Hit & Run,4,10859,No
POL44098,1000,1993,150000,54,10,Rollover,4,12256,Yes
POL32171,1000,2097,100000,71,6,Hit & Run,2,16609,No
POL63898,500,2707,150000,48,9,Rollover,1,2394,Yes
POL45135,500,1064,50000,33,7,Rollover,1,2229,No
POL76673,2000,2443,50000,20,21,Front Collision,2,9453,Yes
POL58625,2000,1499,100000,66,6,Rollover,5,12860,Yes
POL91590,2000,2088,50000,31,10,Rear-End,1,19379,No
POL67153,500,2438,50000,56,5,Rollover,4,3444,Yes
POL48989,500,1960,50000,71,22,Rear-End,3,6219,Yes
POL60351,1000,2202,150000,49,14,Rollover,3,4978,Yes
POL55935,2000,2331,100000,60,18,Rollover,3,4242,Yes
POL64525,1000,1325,150000,33,3,Rear-End,1,9036,Yes
POL71833,2000,1263,150000,43,18,Hit & Run,4,18914,Yes
POL90796,500,1451,50000,50,5,Rollover,2,2285,Yes
POL49709,500,2737,100000,48,19,Rear-End,2,17516,No
POL34203,1000,2203,50000,54,18,Rear-End,5,3932,Yes
POL34655,1000,2482,150000,20,15,Front Collision,1,19522,Yes
POL44955,1000,825,100000,57,0,Rollover,3,8092,No
POL23856,2000,2033,50000,33,13,Rear-End,1,13386,No
POL87257,500,1717,100000,21,12,Side Impact,4,14915,Yes
POL20783,2000,2211,150000,71,4,Side Impact,5,4704,No
POL87586,500,1797,150000,46,20,Front Collision,2,16454,No
POL11409,1000,1477,100000,27,21,Hit & Run,4,8002,No
POL98293,500,2856,100000,57,8,Hit & Run,3,2694,Yes
POL56162,500,516,50000,24,7,Hit & Run,1,12050,No
POL31099,500,2737,50000,66,18,Side Impact,5,3173,Yes
POL66209,500,1450,150000,53,14,Front Collision,4,3483,Yes
POL19896,2000,2147,100000,47,14,Side Impact,2,14011,No
POL13196,1000,2098,100000,37,23,Side Impact,3,3425,No
POL34417,2000,2570,50000,30,23,Side Impact,2,5615,Yes
POL41358,2000,756,50000,71,0,Rollover,3,17550,Yes
POL70649,500,1537,100000,76,2,Side Impact,1,19426,No
POL45314,2000,2280,150000,43,2,Rear-End,4,17388,No
POL30768,2000,2475,100000,40,16,Rollover,4,13877,Yes
POL74554,500,2810,50000,28,13,Hit & Run,1,9290,Yes
POL10577,2000,2873,150000,67,16,Rollover,4,3077,Yes
POL58139,1000,2614,150000,49,2,Side Impact,2,15605,No
POL34357,1000,536,150000,79,21,Hit & Run,2,17231,No
POL20659,2000,664,50000,42,4,Rear-End,5,14007,No
POL27847,500,2795,50000,42,6,Front Collision,4,16832,Yes
POL68433,500,1316,50000,29,11,Side Impact,4,6586,No
POL80580,1000,661,50000,75,3,Side Impact,1,1128,No
POL55564,500,2048,100000,83,20,Side Impact,1,5118,Yes
POL73680,1000,1730,50000,62,14,Side Impact,4,8335,Yes
POL89077,2000,1677,150000,64,17,Hit & Run,3,19322,No
POL12472,2000,1248,100000,43,6,Hit & Run,5,18679,No
POL95370,1000,1632,150000,52,18,Side Impact,3,2717,Yes
POL37777,500,2407,100000,46,15,Side Impact,1,7555,Yes
POL80532,500,2276,100000,40,7,Side Impact,2,5704,Yes
POL91492,1000,1218,100000,28,2,Rear-End,5,8756,Yes
POL68969,1000,1831,150000,45,13,Side Impact,3,10342,No
POL96313,1000,770,50000,46,18,Hit & Run,2,8015,Yes
POL30233,500,2754,150000,57,13,Hit & Run,4,10222,No
POL64779,2000,2321,150000,83,13,Rollover,3,9905,Yes
POL45310,1000,1627,150000,19,2,Front Collision,1,6447,No
POL18642,500,1863,100000,32,19,Side Impact,1,1039,No
POL52287,1000,887,50000,43,2,Rollover,4,11209,No
POL76202,1000,915,50000,67,6,Front Collision,3,13970,Yes
POL53520,500,2540,100000,77,14,Rear-End,3,8727,No
POL24015,500,830,50000,77,13,Front Collision,5,15155,Yes
POL77244,2000,2284,100000,65,1,Side Impact,2,16247,No
POL52319,2000,2084,150000,60,13,Rear-End,5,18525,No
POL57858,500,1099,150000,83,21,Front Collision,5,13236,Yes
POL37412,2000,839,50000,72,15,Rear-End,4,16379,No
POL73460,2000,1372,150000,22,9,Side Impact,4,14065,Yes
POL44381,500,2474,50000,20,18,Front Collision,5,15227,Yes
POL71179,500,2450,100000,79,17,Rollover,3,17757,Yes
POL43618,1000,1579,150000,61,21,Rear-End,1,16926,Yes
POL51811,2000,2605,100000,57,15,Hit & Run,5,4318,No
POL65521,1000,2991,150000,80,1,Rear-End,3,11040,Yes
POL97987,500,2099,100000,70,4,Rollover,4,5309,No
POL99984,500,2362,150000,81,13,Hit & Run,5,17336,No
POL18628,2000,2897,150000,31,8,Rollover,4,17090,Yes
POL89287,500,701,100000,36,7,Rear-End,5,3716,Yes
POL17270,500,2949,100000,29,1,Front Collision,3,17347,No
POL65386,500,582,150000,46,12,Rear-End,3,8029,No
POL75162,1000,830,50000,41,4,Hit & Run,5,9407,Yes
POL98502,1000,2496,50000,30,0,Rear-End,2,12335,Yes
POL84842,2000,2789,50000,47,10,Hit & Run,1,10206,Yes
POL34643,2000,2336,150000,41,13,Front Collision,2,15251,No
POL97357,2000,1193,50000,36,9,Side Impact,4,11434,Yes
POL44354,1000,1453,50000,52,12,Rollover,1,9047,No
POL64981,500,2230,50000,47,13,Rear-End,2,8529,Yes
POL21815,500,2148,150000,47,6,Front Collision,4,5562,No
POL88139,500,916,50000,38,3,Rear-End,4,8261,Yes
POL97498,2000,1872,50000,81,3,Hit & Run,5,13840,No
POL22789,2000,2117,100000,36,3,Hit & Run,1,19613,No
POL84094,500,752,50000,59,5,Hit & Run,5,8982,No
POL62149,2000,2836,150000,68,10,Rollover,1,3531,No
POL50621,1000,2822,150000,43,20,Rollover,1,11754,No
POL40496,1000,721,100000,48,22,Rear-End,1,16599,No
POL89319,2000,600,150000,40,10,Rear-End,3,10954,No
POL23515,2000,2476,100000,78,20,Rollover,2,11403,Yes
POL88855,500,1636,100000,30,17,Front Collision,5,13845,No
POL20870,2000,1671,100000,23,11,Rollover,1,18757,Yes
POL46324,500,1695,150000,64,22,Rollover,2,10568,No
POL28966,1000,2841,100000,42,14,Front Collision,1,10327,No
POL41458,2000,769,150000,64,10,Hit & Run,5,14975,No
POL68042,1000,778,50000,28,0,Rollover,2,8959,Yes
POL28223,1000,2584,100000,77,9,Hit & Run,1,16292,No
POL72194,1000,1905,150000,60,16,Side Impact,2,3539,Yes
POL98948,1000,1222,150000,21,6,Front Collision,3,18052,No
